defined_class	prefLabel	Taxonomy_label	Synonyms_from_taxonomy	Gross_cell_type	Taxon	Taxon_abbv	Brain_region	Cluster_IDs	Labelset	Dataset_url	Alias_citations	Short_form_citation	Parent_label	Minimal_markers	Allen_markers	Brain_region_abbv	Species_abbv	Individuals	part_of	has_soma_location	aligned_alias	CL	NT	NT_markers	MBA_assay	Subclass_markers	Matrix_url	Class_name	NT_label	Nomenclature_Layers	Nomenclature_Projection	evidence_marker_gene_set	marker_gene_set	marker_gene_set_confidence	ws_marker_gene_set	ws_marker_gene_set_confidence	nsforest_marker_gene_set_1	nsforest_marker_gene_set_1_confidence	nsforest_marker_gene_set_2	nsforest_marker_gene_set_2_confidence	MBA	MBA_text	Location_disclaimer	NT_disclaimer	Atlas_url	Atlas_url_label	Rationale_comment	Rationale_comment_dois	MBA_1	MBA_1_cell_percentage	MBA_1_comment	MBA_2	MBA_2_cell_percentage	MBA_2_comment	MBA_3	MBA_3_cell_percentage	MBA_3_comment	CCF_acronym_freq
http://purl.obolibrary.org/obo/CL_4310137	STRv D1 NUDAP MSN	STRv D1 NUDAP MSN	D1-NUDAP|STRv D1 NUDAP MSN	CL:4030054	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0057	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1016/j.cub.2021.10.015|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	STR Hybrid MSN			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0057		DHBA:10332		CL:4030054			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050537									DHBA:10333	striatum (STR, 0.6)						https://doi.org/10.1016/j.cub.2021.10.015	DHBA:10333	0.6	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310104	OT D1 ICj	OT D1 ICj	D1-ICj (Islands of Calleja)|OT D1 ICj|OT Granular GABA	CL:4030053	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0021|CS20250428_GROUP_0024	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1016/j.cub.2021.10.015|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN LGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0024		DHBA:10332		CL:4030053			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050504									DHBA:10333	striatum (STR, 1.0)						https://doi.org/10.1016/j.cub.2021.10.015	DHBA:10333	1.0	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310093	GPe MEIS2-SOX6 GABA	GPe MEIS2-SOX6 GABA	CN MEIS2 GABA|GPe MEIS2-SOX6 GABA	CL:0020010	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0006|CS20250428_GROUP_0013	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1016/j.neuron.2015.03.007|https://doi.org/10.1523/JNEUROSCI.4662-14.2015|https://doi.org/10.1038/s41593-023-01368-7|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN LGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0013		DHBA:10332		CL:0020010			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050493									DHBA:10333|DHBA:10343	striatum (STR, 0.2), external segment of globus pallidus (GPe, 0.5)					Rationale for assigning this type to reference data: Mapping to the arkypallidal neuron is based on location (GPe), expression of GAD1/2, FOXP2, MEIS2, and NPAS1 and lack of expression of canonical pallidal markers NKX2-1 and LHX6, SST and PV.	https://doi.org/10.1016/j.neuron.2015.03.007|https://doi.org/10.1523/JNEUROSCI.4662-14.2015|https://doi.org/10.1038/s41593-023-01368-7	DHBA:10333	0.2	Location assignment based on CCF broad region.	DHBA:10343	0.5	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/CL_4310146	AMY-SLEA-BNST GABA	AMY-SLEA-BNST GABA	AMY-SLEA-BNST GABA	CL:0011005	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0066	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	F GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0066		DHBA:10332		CL:0011005			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 0.1)							DHBA:10333	0.1	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310145	AMY-SLEA-BNST D1 GABA	AMY-SLEA-BNST D1 GABA	AMY-SLEA-BNST D1 GABA	CL:0011005	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0065	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	F GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0065		DHBA:10332		CL:0011005			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 0.4)							DHBA:10333	0.4	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310114	SN SEMA5A GABA	SN SEMA5A GABA	SN SEMA5A GABA	CL:0011005	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0034	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	SN PAX7 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0034		DHBA:10332		CL:0011005			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333|DHBA:10466|DHBA:12251	striatum (STR, 0.3), subthalamic nucleus (STH, 0.1), substantia nigra (SN, 0.1)							DHBA:10333	0.3	Location assignment based on CCF broad region.	DHBA:10466	0.1	Location assignment based on CCF broad region.	DHBA:12251	0.1	Location assignment based on CCF broad region.	
http://purl.obolibrary.org/obo/CL_4310110	SN EBF2 GABA	SN EBF2 GABA	SN EBF2 GABA	CL:0011005	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0030	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	SN PAX7 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0030		DHBA:10332		CL:0011005			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333|DHBA:12251	striatum (STR, 0.2), substantia nigra (SN, 0.1)							DHBA:10333	0.2	Location assignment based on CCF broad region.	DHBA:12251	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/CL_4310148	OB FRMD7 GABA	OB FRMD7 GABA	OB FRMD7 GABA	CL:0000617	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0068	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	ACx MEIS2 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0068		DHBA:10332		CL:0000617			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 0.6)							DHBA:10333	0.6	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310147	OB Dopa-GABA	OB Dopa-GABA	OB Dopa-GABA	CL:0020006	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0067	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	ACx MEIS2 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0067		DHBA:10332		CL:0020006			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 0.5)							DHBA:10333	0.5	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310095	GPi Core	GPi Core	CN ONECUT1 GABA|GPi Core	CL:0020003	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0007|CS20250428_GROUP_0015	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1523/ENEURO.0208-22.2022|https://doi.org/10.1016/j.neuron.2017.03.017|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	F M GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0015		DHBA:10332		CL:0020003			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050495									DHBA:10344	internal segment of globus pallidus (GPi, 0.9)					Rationale for assigning this type to reference data: Mapping to the general GPi core cell type is based on location (to GPi, nested inside GPi shell neurons), predicted neurotransmitter (GABA), and expression of Pvalb.	https://doi.org/10.1523/ENEURO.0208-22.2022|https://doi.org/10.1016/j.neuron.2017.03.017	DHBA:10344	0.9	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310113	SN GATA3-PVALB GABA	SN GATA3-PVALB GABA	SN GATA3-PVALB GABA|aSNpr	CL:0000617	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0033	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.3389/fnins.2022.976209	HMBA Basal Ganglia Consensus Taxonomy	F M GATA3 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0033		DHBA:10332		CL:0000617			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050513									DHBA:12251	substantia nigra (SN, 0.8)						https://doi.org/10.3389/fnins.2022.976209	DHBA:12251	0.8	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310094	GPe SOX6-CTXND1 GABA	GPe SOX6-CTXND1 GABA	GPe SOX6-CTXND1 GABA	CL:0020009	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0014	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1016/j.neuron.2015.03.007|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN LHX8 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0014		DHBA:10332		CL:0020009			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050494									DHBA:10333|DHBA:10343	striatum (STR, 0.1), external segment of globus pallidus (GPe, 0.8)					Rationale for assigning this type to reference data: Mapping to the general type of prototypic neuron is based on location (GPe) and expression of Nkx2-1.	https://doi.org/10.1016/j.neuron.2015.03.007	DHBA:10333	0.1	Location assignment based on CCF broad region.	DHBA:10343	0.8	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/CL_4310143	ZI-HTH GABA	ZI-HTH GABA	ZI-HTH GABA	CL:0011005	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0063	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	F GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0063		DHBA:10332		CL:0011005			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:12251	substantia nigra (SN, 0.5)							DHBA:12251	0.5	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310117	SN-VTR-HTH GATA3-TCF7L2 GABA	SN-VTR-HTH GATA3-TCF7L2 GABA	SN-VTR-HTH GATA3-TCF7L2 GABA	CL:0011005	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0037	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	F M GATA3 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0037		DHBA:10332		CL:0011005			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:12251	substantia nigra (SN, 0.5)							DHBA:12251	0.5	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310112	SN GATA3-PAX8 GABA	SN GATA3-PAX8 GABA	SN GATA3-PAX8 GABA|pSNpr	CL:0011005	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0032	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.3389/fnins.2022.976209	HMBA Basal Ganglia Consensus Taxonomy	F M GATA3 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0032		DHBA:10332		CL:0011005			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050512									DHBA:12251	substantia nigra (SN, 0.9)						https://doi.org/10.3389/fnins.2022.976209	DHBA:12251	0.9	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310100	GPe-NDB-SI LHX6-LHX8-GBX1 GABA	GPe-NDB-SI LHX6-LHX8-GBX1 GABA	GPe-NDB-SI LHX6-LHX8-GBX1 GABA	CL:0011005	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0020	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN LHX8 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0020		DHBA:10332		CL:0011005			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333|DHBA:10343	striatum (STR, 0.2), external segment of globus pallidus (GPe, 0.2)							DHBA:10333	0.2	Location assignment based on CCF broad region.	DHBA:10343	0.2	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/CL_4310127	VIP GABA	VIP GABA	CN VIP GABA|VIP|VIP GABA	CL:4023016	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0009|CS20250428_GROUP_0047	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1038/s41586-020-2874-8|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN CGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0047		DHBA:10332		CL:4023016			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050527									DHBA:10333	striatum (STR, 0.5)						https://doi.org/10.1038/s41586-020-2874-8	DHBA:10333	0.5	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310084	LAMP5-CXCL14 GABA	LAMP5-CXCL14 GABA	CN LAMP5-CXCL14 GABA|LAMP5|LAMP5-CXCL14 GABA	CL:4023011	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0002|CS20250428_GROUP_0004	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN CGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0004		DHBA:10332		CL:4023011			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050484									DHBA:10333	striatum (STR, 0.5)							DHBA:10333	0.5	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310123	STR SST-CHODL GABA	STR SST-CHODL GABA	LTS|STR SST-CHODL GABA|Sst Chodl	CL:4023121	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0033|CS20250428_GROUP_0043	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1038/s41586-020-2874-8|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN MGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0043		DHBA:10332		CL:4023121			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050523									DHBA:10333	striatum (STR, 0.8)						https://doi.org/10.1038/s41586-020-2874-8	DHBA:10333	0.8	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310124	STR SST-RSPO2 GABA	STR SST-RSPO2 GABA	STR SST-RSPO2 GABA	CL:4023017	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0044	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	STR RSPO2 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0044		DHBA:10332		CL:4023017			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 0.4)							DHBA:10333	0.4	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310121	STR LYPD6-RSPO2 GABA	STR LYPD6-RSPO2 GABA	STR LYPD6-RSPO2 GABA	CL:0011005	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0041	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	STR RSPO2 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0041		DHBA:10332		CL:0011005			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 0.3)							DHBA:10333	0.3	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310122	STR SST-ADARB2 GABA	STR SST-ADARB2 GABA	STR SST GABA|STR SST-ADARB2 GABA	CL:4023017	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0032|CS20250428_GROUP_0042	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN MGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0042		DHBA:10332		CL:4023017			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 0.1)							DHBA:10333	0.1	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310085	LAMP5-LHX6 GABA	LAMP5-LHX6 GABA	CN LAMP5-LHX6 GABA|LAMP5-LHX6 GABA	CL:4042013	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0003|CS20250428_GROUP_0005	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN MGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0005		DHBA:10332		CL:4042013			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050485									DHBA:10333	striatum (STR, 0.5)							DHBA:10333	0.5	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310120	STR FS PTHLH-PVALB GABA	STR FS PTHLH-PVALB GABA	FS|Pvalb Pthlh|STR FS PTHLH-PVALB GABA	CL:4042023	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0040	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1016/j.celrep.2018.07.053|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN ST18 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0040		DHBA:10332		CL:4042023			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050520									DHBA:10333	striatum (STR, 0.9)						https://doi.org/10.1016/j.celrep.2018.07.053	DHBA:10333	0.9	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310125	STR TAC3-PLPP4 GABA	STR TAC3-PLPP4 GABA	LHX6 TAC3|STR TAC3-PLPP4 GABA	CL:4042001	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0045	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1038/s41586-020-2874-8|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN ST18 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0045		DHBA:10332		CL:4042001			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002				http://purl.obolibrary.org/obo/CLM_5050525									DHBA:10333	striatum (STR, 0.9)						https://doi.org/10.1038/s41586-020-2874-8	DHBA:10333	0.9	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310126	STR-BF TAC3-PLPP4-LHX8 GABA	STR-BF TAC3-PLPP4-LHX8 GABA	STR-BF TAC3-PLPP4-LHX8 GABA	CL:4042001	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0046	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN ST18 GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0046		DHBA:10332		CL:4042001			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 0.7)							DHBA:10333	0.7	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310083	GPin-BF Cholinergic GABA	GPin-BF Cholinergic GABA	GPin-BF Cholinergic GABA	CL:0008061	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0003	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN Cholinergic GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0003		DHBA:10332		CL:0008061			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333|DHBA:10343	striatum (STR, 0.2), external segment of globus pallidus (GPe, 0.1)							DHBA:10333	0.2	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/CL_4310135	STR Cholinergic GABA	STR Cholinergic GABA	STR Cholinergic GABA	CL:0020008	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0055	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN Cholinergic GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0055		DHBA:10332		CL:0020008			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 0.6)							DHBA:10333	0.6	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310128	STRd Cholinergic GABA	STRd Cholinergic GABA	STRd Cholinergic GABA	CL:0020007	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0048	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN Cholinergic GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0048		DHBA:10332		CL:0020007			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002													DHBA:10333	striatum (STR, 1.0)							DHBA:10333	1.0	Location assignment based on CCF broad region.							
